JobTitle,Salary,CompanyName,CompanyRating,JobLocation,Summary,Date
Industry Intern,nan,Ashrita Bio Foundation,nan,Telangana,To develop asectoral based data on waste repository.,30+ days ago
Automation Testing Engineer,nan,Drishti,3.4,"Bengaluru, Karnataka",Tackle a massive market challenge: Manufacturing is a $12T industry that still uses 100-year-old techniques to gather data on human tasks.,Just posted
Azure Data Engineer,nan,Fractal.ai,nan,"Bengaluru, Karnataka","Expertise in relational and dimensional modelling, including big data technologies.",30+ days ago
Intern,nan,IBM,3.9,"Bengaluru, Karnataka","Preferred degrees include Computer science, Mathematics.",8 days ago
Java Intern,10000 a month,Ideapoke Technologies Pvt Ltd,nan,"Bengaluru, Karnataka",Good understanding of simple data structures and algorithms.,10 days ago
Data Analyst,nan,xtLytics,nan,"Noida, Uttar Pradesh",Acquire data from primary or secondary data sources and maintain databases/data systems.,30+ days ago
Senior Manager - Data Champion,nan,Novartis,4.1,"Hyderabad, Telangana",They are passionate about and promote the concepts of data governance and data management in their respective functions.,3 days ago
ML Engineer / Machine Learning Engineer,nan,Arya.ai,3.0,"Mumbai, Maharashtra","Understanding of data structures, data modeling and software architecture.",18 days ago
DATA SCIENTIST,nan,Alpha ICT LLP,3.5,"Pune, Maharashtra",Identifying additional data to be collected and third-party data sources that will help the analysis.,30+ days ago
District Program Officer,nan,Educate Girls,4.0,"Fatehpur, Uttar Pradesh",Oversee the data collection related to programmatic intervention areas as set by the Impact team.,30+ days ago
Data Science/ML - Senior Associate - PwC Labs,nan,PwC,4.0,"Bengaluru, Karnataka","Utilizing and applying knowledge commonly used data science packages including Spark, Pandas, SciPy, and NumPy.",30+ days ago
Director – Payment Data Security,nan,Standard Chartered,4.1,India,Lead and execute evidence-based (not checklist based) assessments or assurance against controls that protects payment data.,30+ days ago
Data Analyst,nan,Technogen India Private Limited,nan,India,Integrate incoming new data to the existing data model to provide a unified data for the end user.,28 days ago
Data Engineer,nan,Oracle,3.8,"Bengaluru, Karnataka","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.",30+ days ago
Data Analyst - Retail Banking Data Management,nan,Standard Chartered,4.1,"Chennai, Tamil Nadu",Work closely with internal teams to implement / enhance data quality controls and documentation.,1 day ago
"Sr. Data Science & AI Engineer (Java,Python)",nan,iCliniq,nan,Remote,"We are looking for Sr. Data Science & AI Engineers who are passionate in developing Machine Intelligent Applications using Java, Python, Neo4J and deep learning…",30+ days ago
Data Scientist,nan,Kaplan,3.7,"Bengaluru, Karnataka",Generate clearly understood and intuitive data science / advanced analytics outputs.,30+ days ago
Lead Data Scientist,nan,Vestas,3.4,"Chennai, Tamil Nadu",Enable operational organization by data analytics deployed through self-service BI tools to make better decisions based on insights from data to improve…,30+ days ago
"Business Analyst, Data Sciences and Advanced Analytics Bangalore, Karnataka",nan,VMware,4.0,"Bengaluru, Karnataka",Bring in knowledge of statistical or data science methods to deliver insights.,10 days ago
Data Scientist - C++ Programming,nan,Eminence core solutions LLP,nan,"Bengaluru, Karnataka","Experience in C++ programming, C, Matlab, Python.",30+ days ago
Business Data Analyst,nan,Kaplan,3.7,"Bengaluru, Karnataka",Expertise in data visualization and data mining techniques.,30+ days ago
Data Engineer,nan,SHL,nan,"Gurgaon, Haryana",Integrate multiple data sources into one data lake.,30+ days ago
A++ Data Scientists @ Pune – High Impact!,nan,CareerXperts,nan,"Pune, Maharashtra","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and…",30+ days ago
Data Scientist,nan,xtLytics,nan,"Noida, Uttar Pradesh",Is creative and has a flair for data visualization.,30+ days ago
Data Scientist,nan,Zeta,3.9,"Bengaluru, Karnataka",4+ years of experience working in data science or business analytics role.,11 days ago
Software Developer Intern,200000 - 400000 a year,Permatech IT,nan,"Bengaluru, Karnataka",Create security and data protection settings.,19 days ago
Deep Learning Research Internship,2000 - 2500 a month,Episodiclabs Private Limited,nan,"Ahmedabad, Gujarat",Deploy and experiment with data & iterate.,11 days ago
Data Scientist Intern,nan,zBliss Technologies,nan,"Bengaluru, Karnataka",Diligence and accuracy in coding and data analysis.,30+ days ago
RBEI/ESZ2-Senior Video Function Developer_2021,nan,Bosch Group,4.1,"Bengaluru, Karnataka","Good logical, analytical and data interpretation skills.",7 days ago
Data Engineer / Application Engineer,nan,Indira,3.4,"Indore, Madhya Pradesh","Very strong Data engineering skills [data parsing, web scraping, data transformation, data integration, etc.].",30+ days ago
"Director, Data Science (DDS)",nan,iSOCRATES,nan,"Mysore, Karnataka",Manages and architects a variety of data and analytic platforms & develops proprietary data and technology.,30+ days ago
Data Analyst,nan,ConcertAI,nan,"Bengaluru, Karnataka",Analyze data for discrepancies and pattern.,30+ days ago
Data Science Manager,nan,Infosenseglobal,4.0,"Pune, Maharashtra",Direct data science teams to complete all project deliverables.,20 days ago
"Senior Analyst, Data Science, Global Insights Center of Excellence",nan,Ingredion,3.8,"Mumbai, Maharashtra",Facilitate new 2nd party/3rd party data integrations & partnerships to on-board new data into our data lake.,30+ days ago
Data Visualization Developer - Tableau Developer,nan,NTT DATA Global Delivery Services Limited,3.5,India,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us.",8 days ago
Remote Sensing Data Digitization part time job/internship at Hyderabad,20000 - 25000 a month,Corteva Agri Science (The Agriculture Division Of...,3.8,"Hyderabad, Telangana",Cleaning the spatial data set 3.,13 days ago
Data Scientist,nan,IHS Markit,3.5,"Gurgaon, Haryana",Efficiently explore new data sources and assess data gathering techniques.,2 days ago
Manager,nan,Deloitte,4.0,"Mumbai, Maharashtra","You should reimagine everything—relationships, data, markets, the workforce, and more.",3 days ago
Data Analyst,nan,Stellapps Technologies,3.5,"Bengaluru, Karnataka",Creating data visualizations to effectively convey findings.,30+ days ago
Data Scientist - Associate,nan,"JPMorgan Chase Bank, N.A.",3.9,"Bengaluru, Karnataka","Strong understanding of advanced data mining techniques, curating, processing and transforming data to produce sound datasets.",2 days ago
Data Engineer III,nan,HP,4.0,"Bengaluru, Karnataka",Designing data systems/solutions to manage complex data.,30+ days ago
Data Scientist,nan,MRoads,3.2,"Hyderabad, Telangana",Deploy and monitor data science solutions.,16 days ago
Data Engineer,nan,Contactx Resource Management,1.5,"Kolkata, West Bengal",Job Opening for the post of Data Engineer.,7 days ago
Associate Data Scientist II,nan,UST Global Singapore Pte Limited,3.7,"Thiruvananthapuram, Kerala",Expertise in various data integration/ETL tools; application integration; business process and data science tools.,30+ days ago
Designation –Data Scientist,nan,Sybrant Data,nan,"Chennai, Tamil Nadu",Experience worked in big data environment is an added advantage.,30+ days ago
Data Analytics part time job/internship at Chennai,5000 a month,My Vacala Private Limited,nan,"Chennai, Tamil Nadu",Acquiring data from primary and secondary sources using data collection systems 3.,12 days ago
Solution Architecture,nan,EY,4.0,"Bengaluru, Karnataka","EY is a global leader in assurance, tax, transaction and advisory services.",Today
Trainee BA,nan,COEPD,nan,"Kolkata, West Bengal",Intermediate level of SQL skills for data analysis.,30+ days ago
ML Engineer,200000 - 600000 a year,Rejolut Technology Solutions,nan,"Navi Mumbai, Maharashtra",Manage data science prototypes and choose associated datasets and representation methods.,30+ days ago
ETL Developer,nan,IBM,3.9,"Bengaluru, Karnataka",Consulting with data management teams to get a big-picture idea of the company’s data storage needs.,8 days ago
Data Architect,nan,Piramal Enterprises,4.1,"Vadodara, Gujarat",Maintain conceptual and logical data architecture for all data types.,30+ days ago
Data Scientist,nan,Applied Data Finance,nan,"Chennai, Tamil Nadu","2+ years of experience in the field of analytics, predictive modeling or data science.",30+ days ago
Data Engineer (Talend/Bigdata),nan,Palnar Transmedia,3.5,"Bengaluru, Karnataka",Experience in developing basic data science models using Python or a similar language.,30+ days ago
VC++/C++/ MFC- Data Modeling- Complex Problems,nan,CareerXperts,nan,"Hyderabad, Telangana",Our Client owns the market-leading data modeling solutions that helps organizations promote strong data governance and derive maximum value from their data…,30+ days ago
Senior Data Scientist,nan,Poshmark,nan,"Chennai, Tamil Nadu","With 400+ MM events per day and 30+ terabytes of exponentially growing data, Poshmark presents a unique opportunity to innovate cutting edge data science…",30+ days ago
Decision Analytics Consultant,nan,ZS Associates,3.6,"New Delhi, Delhi","Our teams work on multiple projects simultaneously, leveraging advanced data analytics and problem-solving techniques.",4 days ago
Executive-Market Quality,nan,Bayer,4.2,Telangana,Provide data analytics support for various projects under QA.,22 days ago
Lead Data Engineer,nan,BRIDGEi2i Analytics Solutions,3.8,"Bengaluru, Karnataka","Familiarity around Firmographics,Property/location, Demographics and Credit Bureau data a plus.",30+ days ago
Assistant Manager - Production Planning - FIBC,60000 - 75000 a month,plastemart jobs,nan,"Silvassa, Dadra and Nagar Haveli","Collect, analyses, and publish measurement data, to determine the root cause of process and.",24 days ago
SQL Developer,nan,Gainwell Technologies,nan,"Chennai, Tamil Nadu","Providing technical expertise on Large data storage structures, data mining, and data cleansing.",3 days ago
Data Operations Analyst,nan,Resilinc,3.8,"Pune, Maharashtra","3+ years of work experience as a data analyst, working with data warehouses required, with responsibility for compiling large data sets.",30+ days ago
Data Engineer II,nan,ADCI HYD 13 SEZ,3.6,"Hyderabad, Telangana","Experience with data modeling, data warehousing, and building ETL pipelines.",2 days ago
Statistician,nan,PointCross Life Sciences,3.3,"Bengaluru, Karnataka","Reviewing and updating the statistical analysis plan, calculating the sample calculations, preparing the statistical inputs, randomization of the data, and…",30+ days ago
Senior Data Scientist,nan,Kredx,3.0,"Bengaluru, Karnataka","Deep understanding of algorithms, machine learning and data science.",30+ days ago
Drilling Data Analyst (Real,nan,NES FIRCROFT,nan,India,Use WITS0/WITSML data to perform drilling analytics.,4 days ago
Full Stack Development Internship,25000 a month,Think Analytics India Private Limited,nan,"Mumbai, Maharashtra","We Help clients traverse the challenge of a variety of data, data integration, and insights management, well before they undertake the journey to becoming a big…",14 days ago
Centre for Studies in Gender and Sexuality,nan,Ashoka University,3.5,"Vasant Kunj, Delhi","Humanities, social sciences and fundamental natural sciences.",14 days ago
Opening in Rigved Technologies For Data Scientist//Chennai,nan,Rigved,2.3,"Chennai, Tamil Nadu",5 years of data science/ML experience.,8 days ago
ML Engineer,nan,Ai Health Highway India Pvt Ltd,nan,"Bengaluru, Karnataka"," Work with hardware, software team members to build ML platform that takes care of data.",5 days ago
Senior Data Scientist,nan,MiQ Digital,nan,"Bengaluru, Karnataka",Strong Experience in delivering data science projects leveraging cloud infrastructure either in AWS or Google Cloud.,30+ days ago
Senior Expert Data Scientist,nan,Novartis,4.1,"Hyderabad, Telangana",Explain data science methodology and interpret analysis results.,30+ days ago
Specialist-Analytics Data Scientist,nan,Linedata Services,nan,"Mumbai, Maharashtra",Excellent Pattern recognition and data mining knowledge.,9 days ago
Staff Clinical Data Manager,nan,Stryker,3.9,"Gurgaon, Haryana",Lead all cycles of data management during data review and generate data discrepancy criteria.,23 days ago
Salesforce Developer/Administrator,33024 - 40363 a month,Digital Ellipsis,nan,"Sahadevkhunta, Orissa",Knowledge of importing sales data and generating Salesforce reports.,30+ days ago
"Director, Product Management - Data",nan,GO-JEK,nan,"Bengaluru, Karnataka","Our team strives to build a deep knowledge of Gojek’s customers, so that we can inspire data-informed decision-making and maximize the impact of data on…",30+ days ago
"Principal Data Scientist, Marketplace",nan,GO-JEK,nan,"Bengaluru, Karnataka",Solid knowledge of data science and machine learning fundamentals with proven experience to formulate data science solutions to business problems.,30+ days ago
Senior Data Scientist,nan,Ormae,nan,"Bengaluru, Karnataka",We will conduct a written test to test your data science and algorithmic programming background.,21 days ago
Lead Data Scientist,nan,DemandMatrix,nan,"Pune, Maharashtra",DemandMatrix uses advanced data science methodologies to process millions of unstructured data points that produce reliable and accurate technology intelligence…,29 days ago
Value Propositions & Insights Competitive Intelligence Specialist,nan,Cytiva,nan,"Bengaluru, Karnataka",Develop and maintain awareness and understanding of all available internal and external data.,10 days ago
Design Researcher LT00,nan,IBM,3.9,India,Visualization is critical to discovering data-driven insights and effectively communicating that knowledge to others.,26 days ago
Senior Data Science Engineer,nan,Socure,nan,"Chennai, Tamil Nadu",Provide analytical support to the data science team.,15 days ago
Senior Data Engineer,nan,Greenlight Planet,4.0,"Gurgaon, Haryana","2 years hands on experience in building and optimizing ‘big data’ data pipelines, architectures, and data sets.",7 days ago
Manager,nan,Ola Cabs,3.7,"Bengaluru, Karnataka",Are you someone who understands the intricacies of balancing the art and science of applying machine learning and business analytics to consumer lending?,30+ days ago
Global HRIS Specialist,nan,Atlas Copco (India) Ltd.,4.0,"Pune, Maharashtra",Previous experience with data analytics/reporting is a must.,1 day ago
Technical Team Member – Distributed Data Science & Machine Learning,nan,Agnik,nan,"Kolkata, West Bengal","Successful candidates must be knowledgeable and passionate about latest developments in field of machine learning and data science, should be a hands on…",30+ days ago
Business Intelligence Developer,30000 a month,SKH Algorithms Pvt Ltd,nan,"Ahmedabad, Gujarat",Background in data warehouse design (e.g. dimensional modeling) and data mining.,8 days ago
Mongo DB Specialist,35000 - 50000 a month,TX Labs,nan,"Ahmedabad, Gujarat","Selection, inserting large amounts of data.",Today
Principle Data Engineer,nan,Oracle,3.8,"Bengaluru, Karnataka",Integrate and productize analyst and data science models as needed.,30+ days ago
Lead Engineer – Conversational AI/Chatbots,700000 - 1600000 a year,Euclidz Technologies Pvt. Ltd.,nan,"Ernakulam, Kerala","We draw on our deep competencies in advanced business analytics, AI, intelligent automation and data management to accelerate your company’s growth, create…",Today
Data Engineer,nan,Voiro Technologies,nan,"Bengaluru, Karnataka",Improve our data models for better serving insights and faster data access.,30+ days ago
Production Support Engineer,nan,APT Portfolio,nan,"Gandhinagar, Gujarat",A degree in computer science or other engineering verticals.,Today
Data Scientist (Upto 5years),nan,XLNC Technologies,nan,"Mumbai, Maharashtra",Experience of handling high frequency streaming data for real time analysis and reporting.,30+ days ago
Database Engineer/ Software Developer,nan,CCS Computers,nan,"New Delhi, Delhi",Mirroring/porting of leading biological data repositories at IBDC.,2 days ago
Associate Document Ingestion,50000 - 90000 a month,Cognicor Technologies,nan,"Ernakulam, Kerala","CogniCor, one of the fastest-growing providers of cognitive virtual assistants for enterprises.",2 days ago
Data Engineer,nan,Vassu Tech,nan,"Hyderabad, Telangana","Plan, design, implement and document and data integration processes varying in levels of complexity.",30+ days ago
Data Science Lead,nan,Caterpillar,3.9,"Chennai, Tamil Nadu","Experience with common data science toolkits, such as Python, R, Weka, MatLab, etc (Excellence in at least one of these is highly desirable).",30+ days ago
Senior Manager I - Data Science,nan,Walmart,3.5,"Bengaluru, Karnataka",Strong understanding on data science domain.,3 days ago
Software Engineering,nan,"JPMorgan Chase Bank, N.A.",3.9,"Bengaluru, Karnataka",Conduct POCs to provide appropriate solutions dealing with large volume of data.,Just posted
"SENIOR SALES GENERATION EXPERT (BASED IN INDIA) (750,000 INR/YR.)",550000 - 800000 a year,Starweaver Group,nan,"Noida, Uttar Pradesh",Our activity-based “alive education” delivers dynamically personalized job role and skill-based training related to each student’s unique attributes in a social…,Today
Programmer,nan,CCS Computers,nan,"New Delhi, Delhi","Provide Continuous Analytics as a Service, leveraging Artificial Intelligence and advanced analytics.",2 days ago
S&OP & Demand Planning Executive - Trading,nan,Imerys,3.7,"Pune, Maharashtra","Prepares all data, metrics and scenarios to be discussed during S&OP meetings.",2 days ago
data architect,nan,CRED,nan,"Bengaluru, Karnataka","Demonstrated industry leadership in the fields of database and/or data warehousing, data sciences and big data processing.",7 days ago
Data Analyst,nan,Altimetrik Corp,nan,"Hyderabad, Telangana","Providing technical expertise on data storage structures, data mining, and data cleansing.",30+ days ago
Data Scientist,nan,Hitachi Vantara,3.3,"Pune, Maharashtra",Must have led a team of data engineers and data scientists in leading data science engagements.,30+ days ago
Consultant- Data analytics,nan,Konecranes,3.1,"Pune, Maharashtra",Good to have Knowledge of DENODO data science tool.,23 days ago
AWS CLOUD ARCHITECT,2500000 - 3000000 a year,SYNCIONN,nan,Remote,Designing end to end application and data security.,11 days ago
Data Science Consultant,nan,Hewlett Packard Enterprise,3.8,"Bengaluru, Karnataka",Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,30+ days ago
Regional Medical Advisor (Uro-Oncology),nan,AstraZeneca,4.1,"Tughlakabad, Delhi","Prepare and give relevant high level medical science presentations at congresses, symposia and scientific meetings.",Today
Senior Scientist,nan,ABB,4.0,"Bengaluru, Karnataka",Exploring and visualizing data to gain an understanding of it and then identifying differences in data distribution that could affect performance when deploying…,Just posted
Front End Developer Intern,500000 - 700000 a year,Moving Walls India Pvt Ltd,nan,"Chennai, Tamil Nadu","We use data and technology to design media solutions that empower our clients to measure, reach and influence consumers in the real world.",Today
Assistant Manager - Big data developer,nan,Vodafone,3.9,India,"Assisting the team in providing business decisions using data science and statistical analysis through the wide ranges of data available to them, ensuring…",7 days ago
Social Listening Analyst (India),nan,VaynerMedia LLC,nan,"Mumbai, Maharashtra","You will deep dive into the data to uncover drivers of social buzz, then translates the data into a compelling story.",1 day ago
Corporate Trainer,25000 - 35000 a month,Techstack,nan,"Mehrau;I, Delhi","Techstack is an IT Institution, provide a vide range of Trending skill upgrading courses like Digital Marketing, Data Science, Artificial Intelligence, Web…",13 days ago
Lead data Engineer - Snowflake,nan,Enquero Inc,nan,"Hyderabad, Telangana","Strong expertise in building & optimizing data pipelines, architectures, and data sets.",Today
DBA,nan,EY,4.0,"Bengaluru, Karnataka",Participates in data modeling and database logical and physical design.,3 days ago
Manager – Academics,nan,Magicbus,nan,"Mumbai, Maharashtra",Experience in supervising academic delivery and training with focus on data-driven quality tracking.,16 days ago
SQL DBA,nan,M Tech Soft,nan,"New Delhi, Delhi",The data warehouse supports an enterprise application suite of program management tools.,14 days ago
Business Sys Analst Ld,nan,legatohealth.com,nan,India,"Seasoned in Data & System Analysis best practices, standards, policies, methods, tools, and procedures to support various types of data warehouse and analytic…",Just posted
Software Development Internship Training,3000 - 5000 a month,ZENBERRY DIGITALS PRIVATE LIMITED,nan,"Mumbai, Maharashtra",Experience with the data structure and RESTful APIs.,1 day ago
Staff Big Data Engineer (Data Science/ML),nan,Integral Ad Science,nan,"Pune, Maharashtra",Architect and build data pipelines and data stores specialized for data science needs.,3 days ago
Operations Analyst,nan,ICL Systems,nan,"Gurgaon, Haryana",Monitor inbound and outbound data exchange.,13 days ago
Data Scientist,nan,European Water Technologies Ireland,nan,"Kochi, Kerala",Develop custom data models and algorithms to apply to data sets.,28 days ago
Principal Consultant – Data Science,nan,D Cube Analytics,nan,"Bengaluru, Karnataka","Degree in applied math, statistics, machine learning or computer science.",30+ days ago
Application Support Analyst,nan,IQVIA,3.8,"Bengaluru, Karnataka","At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",1 day ago
Sr. Associate - Projects,nan,Cognizant,3.9,"Kochi, Kerala","Bachelors in science , engineering or equivalent.",1 day ago
Data Scientist I,nan,UST Global Singapore Pte Limited,3.7,"Thiruvananthapuram, Kerala","A Ph.D. in Computer Science, Electrical Engineering or related fields specializing in Computer Vision with an emphasis on machine learning in all areas related…",18 days ago
Head of Research - Nanotech Lab,24000 a month,Virtual Sense Global Technologies,nan,"Pune, Maharashtra","Virtual Sense is a digital health company working on cutting edge hardware, software and data science problems for applications of deep science to betterment of…",9 days ago
Junior Data Scientist,nan,Flexi Careers India Private Limited,nan,"Bengaluru, Karnataka","MS/PhD in computer science, statistics, or operations research or related technical discipline.",30+ days ago
Customer Success Account Manager,nan,Microsoft,4.2,"Mumbai, Maharashtra",Microsoft is on a mission to empower every person and every organization on the planet to achieve more.,1 day ago
Senior Process Executive-Voice,nan,Cognizant,3.9,"Bengaluru, Karnataka",Resolve process related queries and expedite on data requests.,1 day ago
RBEI/ESZ2_Video_Function_Computer_vision_Developer(CV)- 2021,nan,Bosch Group,4.1,"Bengaluru, Karnataka","Good logical, analytical and data interpretation skills.",29 days ago
Quantitative Researcher,nan,Graviton Research Capital LLP,nan,"Gurgaon, Haryana","This team trades across a multitude of asset classes and trading venues using a gamut of concepts and techniques ranging from time series analysis, filtering,…",30+ days ago
Senior Data Scientist,nan,GO-JEK,nan,"Bengaluru, Karnataka",Ability to break down and frame business problems into data science solutions and hands-on capability to create MVP out of it and run a DS project end to end…,30+ days ago
2549 - Senior Statistical Programmer,nan,"Cytel, India",4.5,India,Ability to work on data migration from legacy datasets to standards such as CDISC or any other client specific standard.,1 day ago
Data Scientist,nan,Xome,3.2,"Chennai, Tamil Nadu",8+ years of experience in data science roles.,30+ days ago
Software Engineer- Data Engineer,nan,XenonStack,2.5,"Chandigarh, Chandigarh","We are looking for a passionate Software Engineer to design, develop and implement Solution for Data Engineering and Product Development for DevOps, Big Data…",30+ days ago
Data Architect/Data Engineer,nan,Pronix,nan,"Gachibowli, Hyderabad, Telangana",Knowledge of data mining and segmentation techniques.,14 days ago
"Director Data & Analytics Technology, India – ED&A ICC",nan,Nike,4.2,"Bengaluru, Karnataka","Leading discussions to scale out data architecture to process large data sets, and solve various data challenges.",30+ days ago
"Social Mobilizer, GEP",nan,Room to Read,4.3,Uttarakhand,Master's Degree in education/social sciences or equivalent preferred.,30+ days ago
Project Manager (Implementation),nan,Ideation Technology Solutions,nan,"Kolkata, West Bengal","Very good experience of project execution and delivery along with knowledge of data storage, data management and data science.",25 days ago
Officer Quality & Compliance,nan,Johnson & Johnson Family of Companies,4.2,Himachal Pradesh,"Performs data generation, analysis and more complicated problem solving with minimal rework.",6 days ago
Data Scientist - Technology Development,nan,Micron,3.8,"Hyderabad, Telangana",5+ years to data science and machine learning.,30+ days ago
Director of Customer Service,nan,CloudMoyo,2.6,"Pune, Maharashtra","As a leading cloud and analytics partner for Microsoft, we bring together powerful business intelligence (BI) capabilities using the Azure data platform to help…",Today
Data Scientist,nan,SoftTech Services,nan,"Bengaluru, Karnataka",Develop custom data models and algorithms to apply to data sets.,30+ days ago
Data Scientist Intern,nan,ADCI - Karnataka,3.6,"Bengaluru, Karnataka",Excellent communication and data presentation skills.,30+ days ago
Data Operations Engineer – Research & Scale,nan,CareerXperts,nan,India,Research opportunities for data acquisition and new uses for existing data.,30+ days ago
Analyst/Sr. Analyst -DS AI,nan,Deloitte,4.0,"Bengaluru, Karnataka","Large-scale data ecosystems including data management, governance and the.",2 days ago
Senior Associate Scientist I - Agricultural Economics,69400 - 144200 a month,IRRI Education,nan,"Patna, Bihar","To manage activities to conduct participatory science and technology evaluations and research across various CSISA sites in India, Nepal and Bangladesh.",Today
Business Intelligence Analyst,nan,Micron,3.8,"Hyderabad, Telangana",3 to 5 years of work experience in performing data analysis and building business intelligence solutions.,1 day ago
INTERN,nan,ON Semiconductor,3.9,India,"BS with/or MS degree in data science, mathematics, systems application or applied data preferred.",30+ days ago
Senior / Data Science Engineer,nan,Gainsight,4.1,"Hyderabad, Telangana","Gainsight is building a world-class team of Engineers with a mandate to architect, design, build, scale, and maintain our cutting-edge customer intelligence…",30+ days ago
Software Development Engineer,nan,Frontdoor,nan,"Pune, Maharashtra",Select optimal data structures using fundamental software algorithms and concepts of space and time complexity.,Today
Senior Machine Learning Engineer,nan,Lenskart,3.8,"Faridabad, Haryana","Understanding of data pre-processing, data modeling and software architecture.",11 days ago
Product Development Engineer - Data Engineer II,nan,Phenom People,4.7,"Hyderabad, Telangana",4 + years of experience handling large volumes and velocity of data.,6 days ago
UX Researcher,nan,Elucidata Data Consulting Private Limited,nan,"New Delhi, Delhi",(Candidates with a science or data science background will be preferred.).,3 days ago
SSE – Machine Learning Engineer,nan,Wibmo,nan,"Bengaluru, Karnataka",Study and transform data science prototypes.,30+ days ago
Reporting Developer,nan,Larsen & Toubro Infotech Limited,3.7,India,"Monitor daily application services, which include data extracts and report schedules.",30+ days ago
Senior Associate Scientist I - Agricultural Economics,69400 - 144200 a month,International Rice Research Institute,nan,India,"To manage activities to conduct participatory science and technology evaluations and research across various CSISA sites in India, Nepal and Bangladesh.",Today
Machine Learning/Deep Learning Experts,nan,CrunchMetrics,nan,"Bengaluru, Karnataka","This role requires an expert level of data science knowledge as well as experience with data science techniques, systems and processes.",30+ days ago
Research & Development Engineers,nan,Niramai,nan,"Bengaluru, Karnataka",Working Knowledge of installation and data collection of IR cameras.,30+ days ago
Intern - Business Analyst,nan,SHL,nan,"Gurgaon, Haryana","Our science, innovation, rigor and commitment to proving business outcomes make us a trusted partner to organizations across the globe.",17 days ago
Senior Research Fellow,300000 a year,Mayakantho,nan,"Hugli, West Bengal",Helping the department to publish books based on research work & preserving data for future reference .,30+ days ago
Clinical Trials Coordinator,22000 - 25000 a month,JC OrthoHeal Pvt Ltd,nan,"Vadodara, Gujarat",O Having Masters degree in science.,10 days ago
Data Engineer,nan,Infostretch Corporation,3.2,"Pune, Maharashtra","Should have practical and foundational knowledge of creating and managing data pipes in topical data frameworks as Spark, Kafka, hadoop, NoSQLs.",30+ days ago
Senior/Lead Data Scientist,nan,Project YX,nan,India,"Collect, clean and analyze data from diverse streams of structured & unstructured data.",10 days ago
Senior Machine Learning Data Engineer,nan,BlueOptima,nan,"Bengaluru, Karnataka",Strong Analytical skills demonstrated through data engineering or similar experience.,7 days ago
Data Engineer,nan,Wadhwani AI,nan,"Delhi, Delhi",Experience of 5 to 10 years in the area of data science and management of large-scale data environments.,23 days ago
DATA ENGINEER,nan,The Data Team,nan,"Bengaluru, Karnataka","The Data Engineer will be a hands-on person responsible for designing, prototyping and implementing solutions that support a wide variety of data processing,…",30+ days ago
Lead Data Scientist,nan,EagleView,nan,"Bengaluru, Karnataka",Professional Experience: 6 - 9 years.,18 days ago
OPERATIONS MANAGER,nan,Zensar Technologies,3.7,"Pune, Maharashtra",Knowledge of data protection operations and legislation (e.g. GDPR).,1 day ago
"Senior Data Scientist, Rider Analytics",nan,Uber,3.7,"Bengaluru, Karnataka","As a senior data scientist on the Rider analytics team in Bangalore, you will play a leadership role in the data science strategy of the Bangalore Rider product…",8 days ago
TC_Majesco_Senior-2,nan,Ernst & Young,4.0,"Bengaluru, Karnataka","Bachelor's degree (computer science, engineering, or related field) or a graduate degree.",15 days ago
Senior Data Specialist,nan,The Geographic Planning Collaborative (GPC) Group,nan,"Hyderabad, Telangana","Experience with FME Server for automating data download, data streaming and data synchronization.",30+ days ago
Data Engineering - Consultant,nan,TheMathCompany,nan,"Bengaluru, Karnataka",Build and maintain data pipelines to support large scale data management in alignment with data strategy and data processing standards.,30+ days ago
Senior Data Scientist,nan,CoreCompete,4.5,"Hyderabad, Telangana",Ability to work with junior team members while leading data science projects.,10 days ago
Data Scientist,nan,Foghorn Systems,nan,"Pune, Maharashtra",Complex Event Processing (CEP) or other streaming data as a data source for data mining analysis.,30+ days ago
Test Analyst (ETL) _ HYD,nan,SpectraMedix,nan,"Hyderabad, Telangana",Generate test data as required.,6 days ago
Senior Defect Engineer (Contamination Free Manufacturing or Defect Metrology),nan,GLOBALFOUNDRIES,3.3,"Bengaluru, Karnataka",Support integration and module in their sector DOE splits and CFM data analysis with the ability to draw technical conclusions.,2 days ago
Software Engineering Internship,8000 - 10000 a month,Quadratyx,2.0,"Hyderabad, Telangana",Expand and grow data platform capabilities to solve new data problems and challenges 4.,Today
Data Scientist- AI,nan,Lymbyc Solutions,nan,"Bengaluru, Karnataka",Must have minimum of 3-5 years of industry experience in developing data science models.,30+ days ago
Senior Associate - Geospatial Lab (Image Processing and Machine Learning),nan,Indian Institute for Human Settlements,4.3,"Bengaluru, Karnataka",Prior work experience with urban data and urban focused institutions would be an added advantage;,1 day ago
BI/Tableau Developer - VP,nan,AQR,nan,"Bengaluru, Karnataka","Overall experience of 8+ Years on data visualization, data modelling and SQL.",9 days ago
Customer Service Admin,nan,"Agilent Technologies, Inc.",4.1,"Gurgaon, Haryana","Uses accounting and financial systems and tools to input data, generate reports, conduct specialized research projects and respond to inquiries.",2 days ago
